t_ms,t_flight_s,loop_dt_us,state,imu_fault,rbf_pulled,batt_low,batt_critical,qb_w,qb_x,qb_y,qb_z,qg_w,qg_x,qg_y,qg_z,vote_disagree_deg,body_pitch_deg,body_yaw_deg,defl_pitch_deg,defl_yaw_deg,setp_pitch_deg,err_pitch_deg,err_yaw_deg,pid_p_pitch_deg,pid_i_pitch_deg,pid_d_pitch_deg,pid_p_yaw_deg,pid_i_yaw_deg,pid_d_yaw_deg,cmd_pitch_deg,cmd_yaw_deg,baro_alt_m,baro_temp_c,accel_g,batt_v,dropped_frames_cum
242,0.1240,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.520,15.0,1.0,7.89,0
244,0.1260,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.170,15.0,1.0,7.90,0
246,0.1280,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.440,15.0,1.0,7.89,0
248,0.1300,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.550,15.0,1.0,7.90,0
250,0.1320,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.640,15.0,1.0,7.89,0
252,0.1340,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.390,15.0,1.0,7.90,0
254,0.1360,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.620,15.0,1.0,7.88,0
256,0.1380,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.010,15.0,1.0,7.90,0
258,0.1400,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.640,15.0,1.0,7.90,0
260,0.1420,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.390,15.0,1.0,7.90,0
262,0.1440,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.270,15.0,1.0,7.89,0
264,0.1460,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.850,15.0,1.0,7.90,0
266,0.1480,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.940,15.0,1.0,7.89,0
268,0.1500,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.340,15.0,1.0,7.90,0
270,0.1520,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.270,15.0,1.0,7.89,0
272,0.1540,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.320,15.0,1.0,7.89,0
274,0.1560,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.000,15.0,1.0,7.90,0
276,0.1580,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.840,15.0,1.0,7.90,0
278,0.1600,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.190,15.0,1.0,7.89,0
280,0.1620,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.390,15.0,1.0,7.89,0
282,0.1640,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.100,15.0,1.0,7.89,0
284,0.1660,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.180,15.0,1.0,7.90,0
286,0.1680,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.080,15.0,1.0,7.89,0
288,0.1700,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.950,15.0,1.0,7.89,0
290,0.1720,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.390,15.0,1.0,7.90,0
292,0.1740,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.840,15.0,1.0,7.90,0
294,0.1760,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.470,15.0,1.0,7.90,0
296,0.1780,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.200,15.0,1.0,7.89,0
298,0.1800,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.350,15.0,1.0,7.90,0
300,0.1820,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.270,15.0,1.0,7.90,0
302,0.1840,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.500,15.0,1.0,7.89,0
304,0.1860,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.360,15.0,1.0,7.90,0
306,0.1880,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.400,15.0,1.0,7.89,0
308,0.1900,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.030,15.0,1.0,7.89,0
310,0.1920,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.210,15.0,1.0,7.90,0
312,0.1940,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.200,15.0,1.0,7.89,0
314,0.1960,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.280,15.0,1.0,7.89,0
316,0.1980,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.140,15.0,1.0,7.90,0
318,0.2000,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.700,15.0,1.0,7.90,0
320,0.2020,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.140,15.0,1.0,7.89,0
322,0.2040,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.000,15.0,1.0,7.90,0
324,0.2060,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.510,15.0,1.0,7.90,0
326,0.2080,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.350,15.0,1.0,7.89,0
328,0.2100,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,-0.090,15.0,1.0,7.89,0
330,0.2120,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.910,15.0,1.0,7.89,0
332,0.2140,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.620,15.0,1.0,7.89,0
334,0.2160,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.670,15.0,1.0,7.89,0
336,0.2180,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.340,15.0,1.0,7.89,0
338,0.2200,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.840,15.0,1.0,7.89,0
340,0.2220,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.450,15.0,1.0,7.90,0
342,0.2240,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.620,15.0,1.0,7.89,0
344,0.2260,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.240,15.0,1.0,7.89,0
346,0.2280,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.210,15.0,1.0,7.90,0
348,0.2300,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.240,15.0,1.0,7.90,0
350,0.2320,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.510,15.0,1.0,7.90,0
352,0.2340,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.840,15.0,1.0,7.90,0
354,0.2360,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.720,15.0,1.0,7.89,0
356,0.2380,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.560,15.0,1.0,7.90,0
358,0.2400,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.550,15.0,1.0,7.89,0
360,0.2420,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.010,15.0,1.0,7.89,0
362,0.2440,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.650,15.0,1.0,7.89,0
364,0.2460,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.720,15.0,1.0,7.90,0
366,0.2480,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.800,15.0,1.0,7.88,0
368,0.2500,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.270,15.0,1.0,7.90,0
370,0.2520,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.080,15.0,1.0,7.88,0
372,0.2540,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.970,15.0,1.0,7.90,0
374,0.2560,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.600,15.0,1.0,7.89,0
376,0.2580,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.280,15.0,1.0,7.90,0
378,0.2600,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.230,15.0,1.0,7.91,0
380,0.2620,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.240,15.0,1.0,7.89,0
382,0.2640,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.810,15.0,1.0,7.89,0
384,0.2660,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.090,15.0,1.0,7.90,0
386,0.2680,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.200,15.0,1.0,7.89,0
388,0.2700,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.230,15.0,1.0,7.89,0
390,0.2720,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.280,15.0,1.0,7.90,0
392,0.2740,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.740,15.0,1.0,7.88,0
394,0.2760,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.540,15.0,1.0,7.89,0
396,0.2780,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.440,15.0,1.0,7.89,0
398,0.2800,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.300,15.0,1.0,7.89,0
400,0.2820,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.160,15.0,1.0,7.88,0
402,0.2840,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.320,15.0,1.0,7.90,0
404,0.2860,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.730,15.0,1.0,7.90,0
406,0.2880,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,1.590,15.0,1.0,7.89,0
408,0.2900,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0000,0.0,0.0000,0.0,0.0,-0.0000,0.0,0,0,0,0,0,0,0.0000,0.0,0.550,15.0,1.0,7.89,0
410,0.2920,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0010,0.0,0.0000,0.0,0.0,-0.0010,0.0,0,0,0,0,0,0,0.0000,0.0,0.340,15.0,1.0,7.89,0
412,0.2940,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0020,0.0,0.0000,0.0,0.0,-0.0020,0.0,0,0,0,0,0,0,0.0000,0.0,1.350,15.0,1.0,7.90,0
414,0.2960,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0030,0.0,0.0000,0.0,0.0,-0.0030,0.0,0,0,0,0,0,0,0.0000,0.0,0.630,15.0,1.0,7.89,0
416,0.2980,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0040,0.0,0.0000,0.0,0.0,-0.0040,0.0,0,0,0,0,0,0,0.0000,0.0,1.040,15.0,1.0,7.90,0
418,0.3000,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0060,0.0,0.0000,0.0,0.0,-0.0060,0.0,0,0,0,0,0,0,0.0000,0.0,1.400,15.0,1.0,7.90,0
420,0.3020,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0080,0.0,0.0000,0.0,0.0,-0.0080,0.0,0,0,0,0,0,0,0.0000,0.0,0.410,15.0,1.0,7.89,0
422,0.3040,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0100,0.0,0.0000,0.0,0.0,-0.0100,0.0,0,0,0,0,0,0,0.0000,0.0,0.240,15.0,1.0,7.88,0
424,0.3060,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0130,0.0,0.0000,0.0,0.0,-0.0130,0.0,0,0,0,0,0,0,0.0000,0.0,1.200,15.0,1.0,7.89,0
426,0.3080,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0160,0.0,0.0000,0.0,0.0,-0.0160,0.0,0,0,0,0,0,0,0.0000,0.0,1.120,15.0,1.0,7.90,0
428,0.3100,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0190,0.0,0.0000,0.0,0.0,-0.0190,0.0,0,0,0,0,0,0,0.0000,0.0,1.020,15.0,1.0,7.89,0
430,0.3120,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0230,0.0,0.0000,0.0,0.0,-0.0230,0.0,0,0,0,0,0,0,0.0000,0.0,1.140,15.0,1.0,7.90,0
432,0.3140,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0260,0.0,0.0000,0.0,0.0,-0.0260,0.0,0,0,0,0,0,0,0.0000,0.0,0.790,15.0,1.0,7.88,0
434,0.3160,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0310,0.0,0.0000,0.0,0.0,-0.0310,0.0,0,0,0,0,0,0,0.0000,0.0,0.540,15.0,1.0,7.89,0
436,0.3180,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0350,0.0,0.0000,0.0,0.0,-0.0350,0.0,0,0,0,0,0,0,0.0000,0.0,1.090,15.0,1.0,7.89,0
438,0.3200,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0400,0.0,0.0000,0.0,0.0,-0.0400,0.0,0,0,0,0,0,0,0.0000,0.0,0.780,15.0,1.0,7.89,0
440,0.3220,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0450,0.0,0.0000,0.0,0.0,-0.0450,0.0,0,0,0,0,0,0,0.0000,0.0,0.530,15.0,1.0,7.89,0
442,0.3240,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0500,0.0,0.0000,0.0,0.0,-0.0500,0.0,0,0,0,0,0,0,0.0000,0.0,1.400,15.0,1.0,7.90,0
444,0.3260,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0560,0.0,0.0000,0.0,0.0,-0.0560,0.0,0,0,0,0,0,0,0.0000,0.0,1.180,15.0,1.0,7.90,0
446,0.3280,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0620,0.0,0.0000,0.0,0.0,-0.0620,0.0,0,0,0,0,0,0,0.0000,0.0,1.380,15.0,1.0,7.89,0
448,0.3300,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0680,0.0,0.0000,0.0,0.0,-0.0680,0.0,0,0,0,0,0,0,0.0000,0.0,0.830,15.0,1.0,7.89,0
450,0.3320,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0740,0.0,0.0000,0.0,0.0,-0.0740,0.0,0,0,0,0,0,0,0.0000,0.0,0.980,15.0,1.0,7.90,0
452,0.3340,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0810,0.0,0.0000,0.0,0.0,-0.0810,0.0,0,0,0,0,0,0,0.0000,0.0,0.850,15.0,1.0,7.89,0
454,0.3360,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0890,0.0,0.0000,0.0,0.0,-0.0890,0.0,0,0,0,0,0,0,0.0000,0.0,0.910,15.0,1.0,7.89,0
456,0.3380,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.0960,0.0,0.0000,0.0,0.0,-0.0960,0.0,0,0,0,0,0,0,0.0000,0.0,1.360,15.0,1.0,7.90,0
458,0.3400,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1040,0.0,0.0000,0.0,0.0,-0.1040,0.0,0,0,0,0,0,0,0.0000,0.0,0.980,15.0,1.0,7.89,0
460,0.3420,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1120,0.0,0.0000,0.0,0.0,-0.1120,0.0,0,0,0,0,0,0,0.0000,0.0,1.440,15.0,1.0,7.90,0
462,0.3440,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1210,0.0,0.0000,0.0,0.0,-0.1210,0.0,0,0,0,0,0,0,0.0000,0.0,1.450,15.0,1.0,7.89,0
464,0.3460,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1290,0.0,0.0000,0.0,0.0,-0.1290,0.0,0,0,0,0,0,0,0.0000,0.0,2.140,15.0,1.0,7.90,0
466,0.3480,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1390,0.0,0.0000,0.0,0.0,-0.1390,0.0,0,0,0,0,0,0,0.0000,0.0,0.780,15.0,1.0,7.90,0
468,0.3500,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1480,0.0,0.0000,0.0,0.0,-0.1480,0.0,0,0,0,0,0,0,0.0000,0.0,1.710,15.0,1.0,7.89,0
470,0.3520,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1580,0.0,0.0000,0.0,0.0,-0.1580,0.0,0,0,0,0,0,0,0.0000,0.0,1.330,15.0,1.0,7.89,0
472,0.3540,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1680,0.0,0.0000,0.0,0.0,-0.1680,0.0,0,0,0,0,0,0,0.0000,0.0,1.370,15.0,1.0,7.89,0
474,0.3560,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1780,0.0,0.0000,0.0,0.0,-0.1780,0.0,0,0,0,0,0,0,0.0000,0.0,0.810,15.0,1.0,7.89,0
476,0.3580,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.1890,0.0,0.0000,0.0,0.0,-0.1890,0.0,0,0,0,0,0,0,0.0000,0.0,1.210,15.0,1.0,7.89,0
478,0.3600,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.2000,0.0,0.0000,0.0,0.0,-0.2000,0.0,0,0,0,0,0,0,0.0000,0.0,1.710,15.0,1.0,7.90,0
480,0.3620,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.2120,0.0,0.0000,0.0,0.0,-0.2120,0.0,0,0,0,0,0,0,0.0000,0.0,1.390,15.0,1.0,7.89,0
482,0.3640,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.2230,0.0,0.0000,0.0,0.0,-0.2230,0.0,0,0,0,0,0,0,0.0000,0.0,1.470,15.0,1.0,7.89,0
484,0.3660,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.2350,0.0,0.0000,0.0,0.0,-0.2350,0.0,0,0,0,0,0,0,0.0000,0.0,1.330,15.0,1.0,7.90,0
486,0.3680,2000,2,0,1,0,0,1,0,0,0,1,0,0,0,0.01,0.2480,0.0,0.0000,0.0,0.0,-0.2480,0.0,0,0,0,0,0,0,0.0000,0.0,1.920,15.0,1.0,7.89,0
